condition,min_phase_conf_thr,n_kept,keep_ratio,low_conf_rate,missing_indices_rate,invalid_kps_rate,gender_m_ratio,delta_gender_m_ratio,delta_height_mean,delta_weight_mean,delta_distance_mean,usable_rows,group_count,mae_mean,rmse_mean,r2_mean,bias_mean
qc_gate,0.15,220,1.0,0.0,0.0,0.0,0.6090909090909091,0.0,0.0,0.0,0.0,220,204,17.505181818181818,23.27682372890076,0.6402546847262844,0.5735151515151522
qc_gate,0.2,220,1.0,0.0,0.0,0.0,0.6090909090909091,0.0,0.0,0.0,0.0,220,204,17.505181818181818,23.27682372890076,0.6402546847262844,0.5735151515151522
qc_gate,0.25,220,1.0,0.0,0.0,0.0,0.6090909090909091,0.0,0.0,0.0,0.0,220,204,17.505181818181818,23.27682372890076,0.6402546847262844,0.5735151515151522
qc_gate,0.3,220,1.0,0.0,0.0,0.0,0.6090909090909091,0.0,0.0,0.0,0.0,220,204,17.505181818181818,23.27682372890076,0.6402546847262844,0.5735151515151522
qc_gate,0.35,220,1.0,0.0,0.0,0.0,0.6090909090909091,0.0,0.0,0.0,0.0,220,204,17.505181818181818,23.27682372890076,0.6402546847262844,0.5735151515151522
qc_gate,0.4,220,1.0,0.0,0.0,0.0,0.6090909090909091,0.0,0.0,0.0,0.0,220,204,17.505181818181818,23.27682372890076,0.6402546847262844,0.5735151515151522
qc_gate,0.45,220,1.0,0.0,0.0,0.0,0.6090909090909091,0.0,0.0,0.0,0.0,220,204,17.505181818181818,23.27682372890076,0.6402546847262844,0.5735151515151522
