participant_id,attempt_id,gender,height_cm,weight_kg,distance_cm,entry,takeoff,takeoff_mid,peak,landing_mid,landing,has_all_indices,entry_arm_raise,entry_leg_forward,entry_knee_angle,entry_hip_angle,entry_trunk_lean_deg,entry_trunk_lean_signed_deg,entry_midhip_x,entry_kps_conf_mean,entry_kps_conf_min,entry_kps_valid_ratio,takeoff_arm_raise,takeoff_leg_forward,takeoff_knee_angle,takeoff_hip_angle,takeoff_trunk_lean_deg,takeoff_trunk_lean_signed_deg,takeoff_midhip_x,takeoff_kps_conf_mean,takeoff_kps_conf_min,takeoff_kps_valid_ratio,takeoff_mid_arm_raise,takeoff_mid_leg_forward,takeoff_mid_knee_angle,takeoff_mid_hip_angle,takeoff_mid_trunk_lean_deg,takeoff_mid_trunk_lean_signed_deg,takeoff_mid_midhip_x,takeoff_mid_kps_conf_mean,takeoff_mid_kps_conf_min,takeoff_mid_kps_valid_ratio,peak_arm_raise,peak_leg_forward,peak_knee_angle,peak_hip_angle,peak_trunk_lean_deg,peak_trunk_lean_signed_deg,peak_midhip_x,peak_kps_conf_mean,peak_kps_conf_min,peak_kps_valid_ratio,landing_mid_arm_raise,landing_mid_leg_forward,landing_mid_knee_angle,landing_mid_hip_angle,landing_mid_trunk_lean_deg,landing_mid_trunk_lean_signed_deg,landing_mid_midhip_x,landing_mid_kps_conf_mean,landing_mid_kps_conf_min,landing_mid_kps_valid_ratio,landing_arm_raise,landing_leg_forward,landing_knee_angle,landing_hip_angle,landing_trunk_lean_deg,landing_trunk_lean_signed_deg,landing_midhip_x,landing_kps_conf_mean,landing_kps_conf_min,landing_kps_valid_ratio,has_all_kps_len25,min_phase_conf,prep_frames,takeoff_to_peak_frames,peak_to_landing_frames,flight_frames,forward_dir_sign,entry_trunk_lean_forward_deg,entry_backlean_deg,takeoff_trunk_lean_forward_deg,takeoff_backlean_deg,takeoff_mid_trunk_lean_forward_deg,takeoff_mid_backlean_deg,peak_trunk_lean_forward_deg,peak_backlean_deg,landing_mid_trunk_lean_forward_deg,landing_mid_backlean_deg,landing_trunk_lean_forward_deg,landing_backlean_deg,knee_ext_takeoff_to_peak,arm_raise_takeoff_to_peak,trunk_lean_takeoff_to_landing,trunk_lean_signed_takeoff_to_landing,trunk_lean_forward_takeoff_to_landing,quality_pass,bmi,bmi_group,distance_level
P035,A0049,F,165.0,52.0,175.0,8.0,188.0,191.0,194.0,198.0,203.0,True,-0.9349720509283452,0.0410990298320353,173.88254460567452,173.67075269506117,1.8979496708356585,-1.8979496708356585,87.59317779541016,0.8505259595419231,0.1193996369838714,0.76,-0.3560313582457445,-0.4624221081246414,112.32499450452228,116.332713355624,55.18784013712009,55.18784013712009,236.6256103515625,0.8657555455962817,0.18384350836277,0.72,0.560953903650147,-1.0495154371448443,168.4367981684681,177.66436064270428,35.96743219036188,35.96743219036188,362.6914978027344,0.7945823643137427,0.1811070144176483,0.68,0.5047031237923688,-1.1597151583025518,131.49887327630435,171.7102924825021,20.402730183286,20.402730183286,483.2478790283203,0.8416505191061232,0.1037102341651916,0.72,-0.381163168507815,-0.0979336167134453,82.23264363904532,99.03435068939484,39.996205582062885,39.996205582062885,536.9735107421875,0.8870568556918038,0.2159940600395202,0.72,-0.8761266190454258,0.9677077090785152,119.5624134939639,63.23212471001088,46.87090622422897,46.87090622422897,657.9161376953125,0.8387430252300369,0.1161349564790725,0.72,True,0.7945823643137427,180.0,6.0,9.0,15.0,1.0,-1.8979496708356585,1.8979496708356585,55.18784013712009,-55.18784013712009,35.96743219036188,-35.96743219036188,20.402730183286,-20.402730183286,39.996205582062885,-39.996205582062885,46.87090622422897,-46.87090622422897,19.17387877178209,0.8607344820381133,-8.316933912891123,-8.316933912891123,-8.316933912891123,True,19.10009182736456,normal,low
P036,A0050,F,168.0,52.0,190.0,174.0,242.0,247.0,252.0,256.0,261.0,True,-0.9401187523611084,-0.0745342180784919,179.01413524972168,171.95094353756957,10.4311486332622,10.4311486332622,150.77108764648438,0.8642375869186301,0.1299884766340255,0.76,-0.9053576061544988,-0.3782446687946629,103.12622270701578,111.85659681717468,49.18871579343612,49.18871579343612,209.02284240722656,0.9030622400735554,0.2747379839420318,0.76,0.4646855781795052,-1.1981757425132682,168.86512331103717,171.23938683280392,27.320600653529205,27.320600653529205,364.5234832763672,0.8581816012922087,0.1393606513738632,0.76,0.228492681371529,-0.3604893157334472,170.252191189805,169.04916958334198,16.965020569757606,16.965020569757606,529.0010681152344,0.8881928258472018,0.2673768699169159,0.72,-0.7671329664966227,0.3941316509423256,83.77013327521274,67.07647986353531,42.67895328237888,42.67895328237888,565.5766906738281,0.8419763559573575,0.1139903739094734,0.76,-1.0914443743727706,0.9540515041306524,99.28351318052808,50.16649957364874,48.24658943017774,48.24658943017774,684.4760131835938,0.8638393102507842,0.1567048281431198,0.76,True,0.8419763559573575,68.0,10.0,9.0,19.0,1.0,10.4311486332622,-10.4311486332622,49.18871579343612,-49.18871579343612,27.320600653529205,-27.320600653529205,16.965020569757606,-16.965020569757606,42.67895328237888,-42.67895328237888,48.24658943017774,-48.24658943017774,67.1259684827892,1.1338502875260277,-0.9421263632583744,-0.9421263632583744,-0.9421263632583744,True,18.42403628117914,under,low
P037,A0051,F,170.0,58.0,162.0,44.0,206.0,212.0,218.0,222.0,226.0,True,-0.8275306857299194,-0.1742173623271152,177.31618935492713,173.65195705151535,12.48586567191915,12.48586567191915,151.44414520263672,0.8840610879032236,0.1289573460817337,0.76,-0.8427960314136471,-0.3438178018916341,121.65854352439598,124.55934774810989,41.85914700511277,41.85914700511277,203.9545745849609,0.8766499993048216,0.1455384194850921,0.76,0.106500099421894,-0.8842274594842241,160.88865660809157,177.91466784070346,28.597217907656344,28.597217907656344,322.6697235107422,0.8358635416156367,0.1163436472415924,0.76,-0.870044523934084,-0.6063155895275498,91.65050489233894,153.46936654955377,20.930363359221506,20.930363359221506,474.41770935058594,0.9120889355738958,0.2869570851325989,0.72,-0.1858483710252992,0.4480527359957018,126.87025342782762,86.8873407734805,43.91033705637165,43.91033705637165,535.5484313964844,0.879034654961692,0.2238029241561889,0.72,-0.1393134848576602,0.702069319496731,98.05897059509014,56.48419703910264,42.17182536232847,42.17182536232847,632.6543273925781,0.8404506601785359,0.1340685784816742,0.76,True,0.8358635416156367,162.0,12.0,8.0,20.0,1.0,12.48586567191915,-12.48586567191915,41.85914700511277,-41.85914700511277,28.597217907656344,-28.597217907656344,20.930363359221506,-20.930363359221506,43.91033705637165,-43.91033705637165,42.17182536232847,-42.17182536232847,-30.00803863205704,-0.0272484925204369,0.3126783572157023,0.3126783572157023,0.3126783572157023,True,20.06920415224914,normal,low
P038,A0052,F,175.0,50.0,175.0,44.0,283.0,288.0,293.0,298.0,304.0,True,-0.7955144287484911,0.1095609099413809,164.40482981184942,164.51717428714792,3.178455525185403,3.178455525185403,111.95254516601562,0.8735906748395217,0.1777765452861786,0.76,-0.955546315900382,-0.2760369372759504,108.39781362603075,108.8734533039978,48.10717418823385,48.10717418823385,203.41039276123047,0.8764577076623314,0.1269188672304153,0.76,0.3095020173026157,-0.9514368441002412,169.6419084732802,173.57181085957689,28.472296140520506,28.472296140520506,376.8074798583984,0.8587408258634455,0.4277210533618927,0.68,-0.0783484184402055,-0.6268058859935605,87.07596035930302,147.41005756494124,29.624437953928844,29.624437953928844,498.2996826171875,0.8856586708742029,0.5642184615135193,0.68,-0.2772389168769821,0.747563774771004,141.74433950546904,75.24195955154096,58.10021957234998,58.10021957234998,602.40869140625,0.8746081018134167,0.1440053731203079,0.76,-1.0489034130104025,0.5427899005882921,79.33621632514193,39.742517624201135,59.50330923754863,59.50330923754863,728.1322326660156,0.8828112202532151,0.5733829736709595,0.68,True,0.8587408258634455,239.0,10.0,11.0,21.0,1.0,3.178455525185403,-3.178455525185403,48.10717418823385,-48.10717418823385,28.472296140520506,-28.472296140520506,29.624437953928844,-29.624437953928844,58.10021957234998,-58.10021957234998,59.50330923754863,-59.50330923754863,-21.321853266727743,0.8771978974601764,11.39613504931478,11.39613504931478,11.39613504931478,True,16.3265306122449,under,low
P039,A0053,F,176.0,55.0,208.0,44.0,211.0,217.0,224.0,227.0,231.0,True,-0.9338428295710528,-0.2205016009455023,153.38747265513678,170.5010672863791,4.499171143320428,4.499171143320428,136.76223373413086,0.9114560453515304,0.1796684861183166,0.76,-0.5798900608264592,-0.4980145636505138,113.22365362161662,119.43899151709942,50.46467167008839,50.46467167008839,222.9025650024414,0.8814672148889966,0.2812292277812958,0.72,0.347931229231422,-1.2234072486758083,177.61573418943496,172.69982529899366,38.82355481337103,38.82355481337103,390.4505615234375,0.8252279382002982,0.177200049161911,0.76,-0.4527395535424994,-0.4746466706562842,66.53421411649971,113.73429550807332,45.98749957573449,45.98749957573449,586.9800720214844,0.843401857896855,0.1192323863506317,0.76,-1.1358778695264045,0.7546675974938826,133.84970526769752,55.04332856813609,73.07751491911422,73.07751491911422,659.4900817871094,0.8532714051635641,0.1473510712385177,0.76,-0.762101758893662,0.7685333706323698,85.64983014170622,39.11160244071963,56.88452413571852,56.88452413571852,803.9117126464844,0.8490537930476038,0.1209712773561477,0.76,True,0.8252279382002982,167.0,13.0,7.0,20.0,1.0,4.499171143320428,-4.499171143320428,50.46467167008839,-50.46467167008839,38.82355481337103,-38.82355481337103,45.98749957573449,-45.98749957573449,73.07751491911422,-73.07751491911422,56.88452413571852,-56.88452413571852,-46.68943950511691,0.1271505072839597,6.419852465630136,6.419852465630136,6.419852465630136,True,17.75568181818182,under,mid
P040,A0054,F,175.0,64.0,180.0,55.0,281.0,285.0,289.0,293.0,297.0,True,-0.9243046369581384,0.02965833318314,174.13356518646944,168.88420683688054,0.2662622295013033,0.2662622295013033,107.0693359375,0.8974017053842545,0.3797875344753265,0.72,-0.5380817764209558,-0.4937169863004764,97.44543791166753,108.13154062973892,51.19568452352533,51.19568452352533,237.7973022460937,0.8886377042845676,0.1517443656921386,0.76,-0.0019730300445551,-0.9430258204373392,176.37361237370354,170.4258729334759,27.76866835546055,27.76866835546055,382.4788818359375,0.876749481025495,0.1717283427715301,0.76,-0.5822534153993971,-0.8140382474679708,99.91856169615964,168.1259627566909,16.785542727878386,16.785542727878386,523.9357299804688,0.8714575300875463,0.1205349937081337,0.76,-1.0145560537319536,0.2869654081796571,94.09325047449808,89.71576376714452,32.52191224156454,32.52191224156454,583.8944396972656,0.8820938616991043,0.1263561099767685,0.76,-0.3558109300325736,0.7956673918339219,95.78622724492246,62.90721434525932,32.25114428579986,32.25114428579986,672.6640625,0.8898693142752898,0.1380552798509597,0.76,True,0.8714575300875463,226.0,8.0,8.0,16.0,1.0,0.2662622295013033,-0.2662622295013033,51.19568452352533,-51.19568452352533,27.76866835546055,-27.76866835546055,16.785542727878386,-16.785542727878386,32.52191224156454,-32.52191224156454,32.25114428579986,-32.25114428579986,2.473123784492131,-0.0441716389784413,-18.94454023772547,-18.94454023772547,-18.94454023772547,True,20.897959183673468,normal,low
P041,A0055,F,163.0,50.0,198.0,14.0,128.0,131.0,134.0,139.0,144.0,True,-0.8605360796775535,0.0713003324808346,172.97649523341516,162.7499425651232,10.992561550736752,10.992561550736752,105.79116439819336,0.8798347182179752,0.1205593422055244,0.76,-0.5618687975325234,-0.5002959527650936,114.0390073498121,121.24887845643988,52.188461376489,52.188461376489,241.10462188720703,0.8708103103073019,0.1589574962854385,0.76,0.249123872319344,-0.9551779961723244,166.68630856547074,177.5305588377561,35.53788785255097,35.53788785255097,353.65675354003906,0.854754269907349,0.1389774233102798,0.76,0.0434257696607188,-0.8041341480550244,93.35741823233346,159.82239255620098,28.383960306197142,28.383960306197142,478.2112274169922,0.8726640128427081,0.169512927532196,0.72,-0.8315620505498749,0.6330224239439348,122.59503823186768,81.17369304151647,45.16009355646376,45.16009355646376,612.0052185058594,0.8459036365935677,0.1066031157970428,0.76,-0.6399945079078352,0.8422163221246477,89.76813183380952,48.58826563234953,39.85193767900171,39.85193767900171,740.24169921875,0.8089177400658005,0.1243214830756187,0.76,True,0.8089177400658005,114.0,6.0,10.0,16.0,1.0,10.992561550736752,-10.992561550736752,52.188461376489,-52.188461376489,35.53788785255097,-35.53788785255097,28.383960306197142,-28.383960306197142,45.16009355646376,-45.16009355646376,39.85193767900171,-39.85193767900171,-20.68158911747864,0.6052945671932423,-12.336523697487294,-12.336523697487294,-12.336523697487294,True,18.818924310286427,normal,mid
P042,A0056,F,170.0,57.0,200.0,222.0,265.0,270.0,276.0,284.0,292.0,True,-0.9177159748771933,-0.1156062693459639,141.79708437686776,155.74594516447138,9.049084623652304,9.049084623652304,174.46205139160156,0.8819332734534615,0.1293961405754089,0.76,-0.8639562051098828,-0.2156067628325885,107.46525117624292,83.14811600617958,71.20296574108342,71.20296574108342,196.760986328125,0.8743220468362173,0.2808359563350677,0.72,-0.1397798265825295,-0.7614297222744638,139.0334133208568,142.95093620746349,53.390497759850646,53.390497759850646,303.26544189453125,0.8571415610219303,0.1086089089512825,0.76,-0.3371446011375001,-0.6400151438873861,93.93108325610652,150.3943762327727,31.68610161756263,31.68610161756263,516.8232727050781,0.8595044240355492,0.1837155073881149,0.72,-0.9842484008628688,0.7525622581316249,65.88192659094528,37.597219571331244,37.36939509159359,37.36939509159359,770.8733825683594,0.8854956587678507,0.1166462153196334,0.76,-0.953268939891048,0.3835260095530461,51.806111061990535,31.771577749806504,63.79660496916984,63.79660496916984,847.6956481933594,0.881265585621198,0.1439616978168487,0.72,True,0.8571415610219303,43.0,11.0,16.0,27.0,1.0,9.049084623652304,-9.049084623652304,71.20296574108342,-71.20296574108342,53.390497759850646,-53.390497759850646,31.68610161756263,-31.68610161756263,37.36939509159359,-37.36939509159359,63.79660496916984,-63.79660496916984,-13.534167920136412,0.5268116039723827,-7.406360771913576,-7.406360771913576,-7.406360771913576,True,19.723183391003463,normal,mid
P043,A0057,F,155.0,58.0,202.0,66.0,310.0,314.0,318.0,323.0,328.0,True,-0.9535366476472524,-0.1254821385549762,151.87449621458123,165.7640947111435,5.414832269187214,5.414832269187214,117.02526473999023,0.8551347156365713,0.1684813201427459,0.72,-0.96145493415368,-0.2582878121346008,94.27667734015512,93.79093133907496,57.131324521719954,57.131324521719954,198.24237823486328,0.8562554987637621,0.1173074021935463,0.76,0.1681362465256483,-0.7429780502848582,130.40778206684683,151.1195373171143,43.04961077899979,43.04961077899979,296.5647888183594,0.8554118679542291,0.1203643009066581,0.76,0.4475140432104108,-1.080800462618536,121.8163341555086,177.40555070374552,25.156773481722272,25.156773481722272,516.7119750976562,0.849586986397442,0.1043294519186019,0.76,-0.8099378718215042,0.3208367173994998,87.50885763272319,72.5284333394836,45.49915941514641,45.49915941514641,609.2780456542969,0.906133708026674,0.2471205592155456,0.72,-0.967194100349294,0.917920078065778,95.06442965072246,51.10077369902029,40.9758473165411,40.9758473165411,751.2873840332031,0.8557583924971128,0.1128167808055877,0.76,True,0.849586986397442,244.0,8.0,10.0,18.0,1.0,5.414832269187214,-5.414832269187214,57.131324521719954,-57.131324521719954,43.04961077899979,-43.04961077899979,25.156773481722272,-25.156773481722272,45.49915941514641,-45.49915941514641,40.9758473165411,-40.9758473165411,27.53965681535348,1.4089689773640908,-16.155477205178855,-16.155477205178855,-16.155477205178855,True,24.141519250780437,over,mid
P044,A0058,F,176.0,80.0,185.0,57.0,341.0,344.0,348.0,354.0,360.0,True,-1.000656197499192,-0.097768956948382,173.23569109068302,174.872700317247,7.076800500422471,7.076800500422471,155.22250366210938,0.8621566421107242,0.1240066289901733,0.76,-0.926010872309091,-0.4292418352541126,105.70208472211591,123.41469843440372,40.835696324214496,40.835696324214496,221.6282501220703,0.9078463747313148,0.1777854412794113,0.76,0.3996666147419402,-1.00717633515601,169.011518088564,167.25216960214271,21.01009135590193,21.01009135590193,349.3706512451172,0.8931413690249125,0.4915379285812378,0.72,0.3814108914922616,-1.1002394523265846,131.29294346674192,166.37443544517012,9.776903080663402,9.776903080663402,479.99961853027344,0.8596723517950844,0.4680044949054718,0.68,-0.0837144746651363,0.3741107949627607,130.172867699155,103.68126897206012,33.16140655806928,33.16140655806928,562.3955383300781,0.8346797231780855,0.1143173649907112,0.76,-0.6979177214700558,0.6740698746727581,88.91713535873428,63.48213017466662,33.809005305626684,33.809005305626684,709.571533203125,0.8954209354188707,0.2505733668804168,0.72,True,0.8346797231780855,284.0,7.0,12.0,19.0,1.0,7.076800500422471,-7.076800500422471,40.835696324214496,-40.835696324214496,21.01009135590193,-21.01009135590193,9.776903080663402,-9.776903080663402,33.16140655806928,-33.16140655806928,33.809005305626684,-33.809005305626684,25.59085874462599,1.3074217638013526,-7.026691018587812,-7.026691018587812,-7.026691018587812,True,25.826446280991732,over,low
P045,A0059,F,167.0,60.0,181.0,59.0,443.0,447.0,452.0,463.0,474.0,True,-0.9405347366229836,-0.0869439866674416,165.25550177123063,171.82910429302626,4.619174002119555,4.619174002119555,91.31919860839844,0.8618933762374678,0.1172681450843811,0.76,-0.8414971630602572,-0.3805275805592368,91.23774051139914,95.46283745163296,58.05588978346339,58.05588978346339,222.15068817138672,0.9093966468384392,0.2409420609474182,0.76,0.5522106477798966,-1.0252482953362456,154.42910310161443,168.5130438173423,40.665636487852034,40.665636487852034,342.53880310058594,0.8534245577297712,0.1356115490198135,0.76,0.2151612954662801,-0.8616974577095713,105.8885745100372,163.16483948227375,27.37904642710582,27.37904642710582,496.735107421875,0.8685733185094946,0.2916213274002075,0.68,-0.0144587265656123,0.4245898120829052,57.74620267225682,52.45736591089552,29.71244355364357,29.71244355364357,754.8445434570312,0.858482880724801,0.1661461293697357,0.72,-1.035079638824296,0.0225462469389624,74.03333530462585,41.31772436646351,88.43861453308517,88.43861453308517,826.3908996582031,0.8856390118598938,0.2247241735458374,0.76,True,0.8534245577297712,384.0,9.0,22.0,31.0,1.0,4.619174002119555,-4.619174002119555,58.05588978346339,-58.05588978346339,40.665636487852034,-40.665636487852034,27.37904642710582,-27.37904642710582,29.71244355364357,-29.71244355364357,88.43861453308517,-88.43861453308517,14.65083399863805,1.0566584585265373,30.38272474962178,30.38272474962178,30.38272474962178,True,21.513858510523864,normal,low
P046,A0060,F,166.0,58.0,190.0,174.0,183.0,186.0,189.0,192.0,196.0,True,-0.0600239375728756,-0.0322389298708037,110.6648600450061,90.01165233992413,54.49657662147698,54.49657662147698,166.96372985839844,0.8923529932896296,0.294694721698761,0.72,0.5303335987689978,-0.8758034259309092,170.73157800156844,177.24794013772956,35.734835667269174,35.734835667269174,341.58079528808594,0.8187280139502358,0.3472287356853485,0.68,0.7805032716106085,-1.1710887536046448,148.63565437492343,171.32545868162254,23.83348240731105,23.83348240731105,457.8381958007813,0.8189554039169761,0.2263965010643005,0.68,0.1930750571397878,-0.5253104574851543,91.59671401679404,144.2811806380564,30.15171388444912,30.15171388444912,510.5064086914063,0.8746014965905083,0.1487776935100555,0.72,-0.6979961377905741,0.238502150258237,95.08532807705934,85.8195634349299,40.29584831703068,40.29584831703068,579.1630554199219,0.9003801602456305,0.2056633085012436,0.72,-1.0967357813001335,0.9846341291430504,105.15569121185663,55.566700928231214,41.10185838971973,41.10185838971973,710.8233947753906,0.8216124745576006,0.1142841205000877,0.76,True,0.8187280139502358,9.0,6.0,7.0,13.0,1.0,54.49657662147698,-54.49657662147698,35.734835667269174,-35.734835667269174,23.83348240731105,-23.83348240731105,30.15171388444912,-30.15171388444912,40.29584831703068,-40.29584831703068,41.10185838971973,-41.10185838971973,-79.1348639847744,-0.3372585416292099,5.367022722450557,5.367022722450557,5.367022722450557,True,21.04804761213529,normal,low
P048,A0061,F,175.0,58.0,206.0,8.0,158.0,161.0,164.0,169.0,175.0,True,-0.7888697536526368,-0.2423142900040209,174.30386098054538,171.0821467920647,2.490304039552317,-2.490304039552317,179.69335174560547,0.8667708274565245,0.2056456208229065,0.76,0.1062752510687122,-0.6342550439210926,124.19705147756396,146.66557181783986,39.482562057851446,39.482562057851446,271.68621826171875,0.8902820819302609,0.226541668176651,0.76,0.6013379081249942,-1.228577223250224,175.51159394019328,164.12205407629682,25.2948810865574,25.2948810865574,398.6326751708984,0.8593154871150067,0.2140209525823593,0.76,0.5133757355339532,-1.2724006261052334,141.62410908710024,154.9947304213869,9.442207825234084,9.442207825234084,501.594955444336,0.843562538132948,0.4702361226081848,0.68,-0.5341979660919064,-0.319730184639354,67.94526203955743,125.83007409887894,22.14696730994706,22.14696730994706,604.3236389160156,0.8636392692202016,0.1081725507974624,0.76,-0.999710299851666,0.956948648383502,100.74337808059992,60.94247663770808,38.65198691862864,38.65198691862864,763.29736328125,0.877097023160834,0.119672805070877,0.76,True,0.843562538132948,150.0,6.0,11.0,17.0,1.0,-2.490304039552317,2.490304039552317,39.482562057851446,-39.482562057851446,25.2948810865574,-25.2948810865574,9.442207825234084,-9.442207825234084,22.14696730994706,-22.14696730994706,38.65198691862864,-38.65198691862864,17.427057609536263,0.4071004844652409,-0.8305751392228089,-0.8305751392228089,-0.8305751392228089,True,18.93877551020408,normal,mid
P049,A0062,F,165.0,60.0,198.0,19.0,333.0,338.0,343.0,347.0,352.0,True,-0.9742142874227762,-0.1206662003568888,163.28506669202812,173.35646381271897,3.848148759386712,3.848148759386712,98.23648071289062,0.8520572358056119,0.1228982806205749,0.76,-0.4652800538034272,-0.4884416531131053,115.2716418540002,120.36520256237792,52.72070293896383,52.72070293896383,240.9235610961914,0.8685902592382932,0.1557476222515106,0.76,0.6586620655683152,-1.4202411607929606,172.79924857478082,173.0969613885772,35.838816826924294,35.838816826924294,440.7833862304688,0.8101721092274314,0.3168132901191711,0.76,0.2333728303969149,-0.8543387614187588,94.38043664768996,165.43328057617842,26.25864207327462,26.25864207327462,571.2674560546875,0.8480113239751922,0.1507898420095443,0.72,-0.1680242382657476,0.292990982927925,96.19136641051377,72.65718001398324,52.83916219417628,52.83916219417628,625.5693969726562,0.8672347625619486,0.1282500177621841,0.76,-0.4597424035558187,0.8096852972340354,78.74276752452775,36.88468290465141,43.044742360302855,43.044742360302855,752.6628112792969,0.8386225582737672,0.1045411527156829,0.76,True,0.8101721092274314,314.0,10.0,9.0,19.0,1.0,3.848148759386712,-3.848148759386712,52.72070293896383,-52.72070293896383,35.838816826924294,-35.838816826924294,26.25864207327462,-26.25864207327462,52.83916219417628,-52.83916219417628,43.044742360302855,-43.044742360302855,-20.891205206310246,0.6986528842003421,-9.675960578660977,-9.675960578660977,-9.675960578660977,True,22.03856749311295,normal,mid
P050,A0063,F,173.0,62.0,181.0,59.0,227.0,230.0,233.0,238.0,244.0,True,-0.5230086580746595,0.064868056493489,170.05195294466188,162.1069938404317,10.209128651570206,10.209128651570206,119.3044891357422,0.9195855889055464,0.2765796482563019,0.72,-0.2347346701827387,-0.4556054335058952,107.6647978569389,120.16652505038624,45.36493828915536,45.36493828915536,223.30154418945312,0.8819150212738249,0.2580120265483856,0.72,0.4406431039431953,-0.8867972428126119,151.1795412924464,167.19129516905068,35.112594645760794,35.112594645760794,314.28981018066406,0.8532300748758845,0.1327782720327377,0.72,0.4704243770212194,-1.0724523458757695,135.88425681390495,176.2931970632257,17.6579856510161,17.6579856510161,448.169677734375,0.8191018630233076,0.1045086905360221,0.72,0.2395253279603649,-0.0854219098027647,105.5028711637312,114.15714664908852,35.330171061438094,35.330171061438094,519.7063140869141,0.8728014062109747,0.1165472194552421,0.76,-0.3170246162351695,1.0208552813981115,115.46269069386722,57.13470646376639,46.39858425625766,46.39858425625766,650.1444702148438,0.8727465248421619,0.1558475494384765,0.76,True,0.8191018630233076,168.0,6.0,11.0,17.0,1.0,10.209128651570206,-10.209128651570206,45.36493828915536,-45.36493828915536,35.112594645760794,-35.112594645760794,17.6579856510161,-17.6579856510161,35.330171061438094,-35.330171061438094,46.39858425625766,-46.39858425625766,28.21945895696605,0.7051590472039582,1.033645967102295,1.033645967102295,1.033645967102295,True,20.715693808680545,normal,low
P051,A0064,F,168.0,55.0,175.0,44.0,194.0,198.0,203.0,207.0,211.0,True,-0.9225563559408434,0.0005052217607348,167.77915523824797,172.76245775241796,1.1993442952159863,1.1993442952159863,128.89545440673828,0.8833859492289392,0.1500761657953262,0.76,-0.7452383705535341,-0.3402720420460864,111.6022314409374,95.72589331282654,64.37889675021339,64.37889675021339,204.73117065429688,0.8943022473862297,0.1906522512435913,0.76,0.040054469919489,-0.8993497425083103,166.74838972745803,177.19271165949132,35.63598346437673,35.63598346437673,327.1306610107422,0.862239153848754,0.1659704148769378,0.72,-0.0638189091009315,-0.71466801793723,116.6405542423725,158.02816387320337,28.87928378828319,28.87928378828319,497.4224090576172,0.8588396550880538,0.1111744195222854,0.72,-0.4720330941138775,0.3446428860307505,114.33342996267352,82.72718976259053,49.2589641248492,49.2589641248492,551.0053405761719,0.8750977720084944,0.1204570829868316,0.76,-0.2693817785616662,0.9228743983294172,113.77448876732224,60.79752724679046,47.483916355021655,47.483916355021655,649.8457946777344,0.8773643790107024,0.1803375035524368,0.76,True,0.8588396550880538,150.0,9.0,8.0,17.0,1.0,1.1993442952159863,-1.1993442952159863,64.37889675021339,-64.37889675021339,35.63598346437673,-35.63598346437673,28.87928378828319,-28.87928378828319,49.2589641248492,-49.2589641248492,47.483916355021655,-47.483916355021655,5.0383228014351005,0.6814194614526026,-16.89498039519173,-16.89498039519173,-16.89498039519173,True,19.48696145124717,normal,low
P052,A0065,F,170.0,65.0,160.0,26.0,146.0,150.0,155.0,159.0,163.0,True,-0.8285016793377977,-0.0235610856092322,168.481908121257,165.44236981490093,9.951186296889288,9.951186296889288,147.95503997802734,0.8461428645410036,0.1048732995986938,0.76,-0.3023252509351386,-0.2983332450186486,100.5295345980362,97.78045274042024,58.64804945540777,58.64804945540777,208.6133270263672,0.868182937173467,0.1222965195775032,0.76,-0.1659973673552091,-0.9278699355418438,164.7462484976258,176.70147464426168,34.54074039878229,34.54074039878229,337.2072448730469,0.8761553176575236,0.2053189128637313,0.72,-0.6634512614533776,-0.5897731987192405,76.61926701105293,141.00143718903595,27.556856054921447,27.556856054921447,475.165771484375,0.8726493401659859,0.1935434341430664,0.72,-1.2139201702639704,0.5765407538276528,113.8442063533808,70.34574053551276,53.07066691086944,53.07066691086944,534.3514404296875,0.853945674167739,0.1338683664798736,0.72,-1.049598663719058,0.7167533783412382,89.65540767802781,53.027049452138,42.98362566153418,42.98362566153418,637.3247985839844,0.8499872228678536,0.3866572678089142,0.68,True,0.8461428645410036,120.0,9.0,8.0,17.0,1.0,9.951186296889288,-9.951186296889288,58.64804945540777,-58.64804945540777,34.54074039878229,-34.54074039878229,27.556856054921447,-27.556856054921447,53.07066691086944,-53.07066691086944,42.98362566153418,-42.98362566153418,-23.910267586983267,-0.361126010518239,-15.664423793873596,-15.664423793873596,-15.664423793873596,True,22.49134948096886,normal,low
