participant_id,attempt_id,gender,height_cm,weight_kg,distance_cm,entry,takeoff,takeoff_mid,peak,landing_mid,landing,has_all_indices,entry_arm_raise,entry_leg_forward,entry_knee_angle,entry_hip_angle,entry_trunk_lean_deg,entry_trunk_lean_signed_deg,entry_midhip_x,entry_kps_conf_mean,entry_kps_conf_min,entry_kps_valid_ratio,takeoff_arm_raise,takeoff_leg_forward,takeoff_knee_angle,takeoff_hip_angle,takeoff_trunk_lean_deg,takeoff_trunk_lean_signed_deg,takeoff_midhip_x,takeoff_kps_conf_mean,takeoff_kps_conf_min,takeoff_kps_valid_ratio,takeoff_mid_arm_raise,takeoff_mid_leg_forward,takeoff_mid_knee_angle,takeoff_mid_hip_angle,takeoff_mid_trunk_lean_deg,takeoff_mid_trunk_lean_signed_deg,takeoff_mid_midhip_x,takeoff_mid_kps_conf_mean,takeoff_mid_kps_conf_min,takeoff_mid_kps_valid_ratio,peak_arm_raise,peak_leg_forward,peak_knee_angle,peak_hip_angle,peak_trunk_lean_deg,peak_trunk_lean_signed_deg,peak_midhip_x,peak_kps_conf_mean,peak_kps_conf_min,peak_kps_valid_ratio,landing_mid_arm_raise,landing_mid_leg_forward,landing_mid_knee_angle,landing_mid_hip_angle,landing_mid_trunk_lean_deg,landing_mid_trunk_lean_signed_deg,landing_mid_midhip_x,landing_mid_kps_conf_mean,landing_mid_kps_conf_min,landing_mid_kps_valid_ratio,landing_arm_raise,landing_leg_forward,landing_knee_angle,landing_hip_angle,landing_trunk_lean_deg,landing_trunk_lean_signed_deg,landing_midhip_x,landing_kps_conf_mean,landing_kps_conf_min,landing_kps_valid_ratio,has_all_kps_len25,min_phase_conf,prep_frames,takeoff_to_peak_frames,peak_to_landing_frames,flight_frames,forward_dir_sign,entry_trunk_lean_forward_deg,entry_backlean_deg,takeoff_trunk_lean_forward_deg,takeoff_backlean_deg,takeoff_mid_trunk_lean_forward_deg,takeoff_mid_backlean_deg,peak_trunk_lean_forward_deg,peak_backlean_deg,landing_mid_trunk_lean_forward_deg,landing_mid_backlean_deg,landing_trunk_lean_forward_deg,landing_backlean_deg,knee_ext_takeoff_to_peak,arm_raise_takeoff_to_peak,trunk_lean_takeoff_to_landing,trunk_lean_signed_takeoff_to_landing,trunk_lean_forward_takeoff_to_landing,quality_pass,bmi,bmi_group,distance_level
P185,A0098,F,160.0,47.0,154.0,0.0,127.0,131.0,135.0,139.0,143.0,True,-0.6466160030600926,-0.0820319555064377,170.9923284753595,177.42139632437906,2.4997797405858533,-2.4997797405858533,171.9396743774414,0.8596393454231714,0.1014625206589698,0.76,-0.9505153166605256,-0.1640203786851373,99.91007814198464,106.92282956417569,50.02346377126504,50.02346377126504,215.7843475341797,0.84485555274619,0.1011600941419601,0.72,0.3868276163890705,-0.6385884109483257,145.2977041449995,162.00591902716474,38.99716812939652,38.99716812939652,331.69171142578125,0.8535384547553564,0.1087854728102684,0.76,-0.1231756888895143,-0.7813792905966167,130.9000630042119,170.25882187174284,27.313293097655,27.313293097655,470.7254943847656,0.8467608360867751,0.1071668118238449,0.76,-0.8953138481799825,0.2927696214517161,95.81285650828904,79.57842908271385,47.88766045099427,47.88766045099427,559.7006530761719,0.8301463653059566,0.1752482801675796,0.68,-0.9777711887629658,0.5635431353437178,66.28858093750843,34.51031998055389,62.78272593251367,62.78272593251367,668.2339477539062,0.8790159505956313,0.5286994576454163,0.68,True,0.8301463653059566,127.0,8.0,8.0,16.0,1.0,-2.4997797405858533,2.4997797405858533,50.02346377126504,-50.02346377126504,38.99716812939652,-38.99716812939652,27.313293097655,-27.313293097655,47.88766045099427,-47.88766045099427,62.78272593251367,-62.78272593251367,30.98998486222726,0.8273396277710113,12.759262161248628,12.759262161248628,12.759262161248628,True,18.359375,under,low
P186,A0099,F,162.0,48.0,145.0,61.0,79.0,83.0,88.0,90.0,93.0,True,-0.9375829376725164,0.3222635765109989,164.9973116358015,121.06604886045574,40.09671536879166,40.09671536879166,121.81983947753906,0.8429538497799322,0.1188495457172393,0.76,-0.7585600789058067,-0.3219344884831173,119.22301240001605,116.12890924926536,55.20058171235248,55.20058171235248,215.3162384033203,0.87214818400772,0.1245216056704521,0.76,-0.3308829185296104,-1.1221752459599776,172.80553192257454,169.57239164152531,31.19060921658469,31.19060921658469,364.1195068359375,0.8841096548473134,0.5560541152954102,0.68,-0.9402915680387364,0.0842576749422138,110.65703832778198,88.70410338290131,55.98591855574036,55.98591855574036,464.1534118652344,0.8845784260946161,0.49049973487854,0.68,-0.989159530523308,0.6480042491319316,128.04426562183895,56.96070299850426,69.60743213915515,69.60743213915515,497.9840087890625,0.8375363961646431,0.1417034268379211,0.76,-1.305308004029578,0.6426230545732092,96.63372576995611,44.699176146157,67.97800272302594,67.97800272302594,607.765869140625,0.7964996644540837,0.1178092584013938,0.76,True,0.7964996644540837,18.0,9.0,5.0,14.0,1.0,40.09671536879166,-40.09671536879166,55.20058171235248,-55.20058171235248,31.19060921658469,-31.19060921658469,55.98591855574036,-55.98591855574036,69.60743213915515,-69.60743213915515,67.97800272302594,-67.97800272302594,-8.56597407223407,-0.1817314891329298,12.777421010673464,12.777421010673464,12.777421010673464,True,18.289894833104707,under,low
P183,A0100,M,174.0,65.0,220.0,4.0,77.0,81.0,85.0,90.0,96.0,True,-0.999219373155201,-0.0733047696223589,177.3329027177317,176.5441144202671,3.898257346766621,3.898257346766621,159.88099670410156,0.8726396795950437,0.1666847467422485,0.76,-0.3716570501738072,-0.384948078336869,102.24854609180778,118.2160023422224,45.29085898825139,45.29085898825139,252.53309631347656,0.9081306637902008,0.1756095737218856,0.76,0.4431358108412339,-0.9964315255091648,171.1962992353569,166.6369082522608,22.65488447314005,22.65488447314005,420.4581909179688,0.8787996114084595,0.1158430650830268,0.76,-0.2727483362704788,-0.6772778039271724,106.9704337276628,162.8073816022752,18.930875144890383,18.930875144890383,535.6688842773438,0.8926445790811589,0.1243739649653434,0.76,-0.6923618781778442,0.5662212105049246,124.39111226605364,91.07179604168618,37.091256102306005,37.091256102306005,666.7822265625,0.8488670971832777,0.1350955218076706,0.76,-1.1950771172986243,0.5171278186356749,78.56223263769986,66.53031482660239,35.53738515099207,35.53738515099207,859.5883178710938,0.8546603781481584,0.1161224767565727,0.72,True,0.8488670971832777,73.0,8.0,11.0,19.0,1.0,3.898257346766621,-3.898257346766621,45.29085898825139,-45.29085898825139,22.65488447314005,-22.65488447314005,18.930875144890383,-18.930875144890383,37.091256102306005,-37.091256102306005,35.53738515099207,-35.53738515099207,4.721887635855012,0.0989087139033284,-9.753473837259314,-9.753473837259314,-9.753473837259314,True,21.469150482230148,normal,mid
P188,A0101,M,183.0,75.0,245.0,26.0,154.0,157.0,161.0,166.0,171.0,True,-0.8749532125024406,-0.0079700748833336,159.4621774930652,161.43508008285914,8.648679657906234,8.648679657906234,115.8820915222168,0.8739712787301916,0.102737545967102,0.76,0.1088709716087357,-0.5107600770141145,116.6942905686511,128.15789511685983,52.71265919311309,52.71265919311309,314.85020446777344,0.8517583997713195,0.165439561009407,0.72,0.6812788844267205,-1.1678894600959433,176.60422559213828,168.84987614367202,38.6175038009457,38.6175038009457,473.1240234375,0.8384131913383802,0.2363636344671249,0.72,0.3786295677742401,-0.8367860528178585,125.39330651998362,170.67469052920097,33.77077101544169,33.77077101544169,595.3323974609375,0.8262100186612871,0.1209950447082519,0.72,-1.1613322856636754,0.4691406167350346,103.60531399954948,62.45557099039252,60.13513873998935,60.13513873998935,719.4040832519531,0.8635406634873815,0.1280664652585983,0.72,-1.555443063798886,0.7250123710372196,77.31585660323026,29.398274462975465,62.70167744043712,62.70167744043712,897.2408142089844,0.8203939556291229,0.1132475957274437,0.76,True,0.8203939556291229,128.0,7.0,10.0,17.0,1.0,8.648679657906234,-8.648679657906234,52.71265919311309,-52.71265919311309,38.6175038009457,-38.6175038009457,33.77077101544169,-33.77077101544169,60.13513873998935,-60.13513873998935,62.70167744043712,-62.70167744043712,8.699015951332527,0.2697585961655044,9.989018247324031,9.989018247324031,9.989018247324031,True,22.39541341933172,normal,high
P189,A0102,M,171.0,75.0,200.0,8.0,127.0,132.0,137.0,142.0,147.0,True,-0.945260082204691,-0.0106580271925825,163.200835295442,165.07493485479796,6.820907556470984,6.820907556470984,141.08505249023438,0.8716788746808705,0.1253608167171478,0.76,-0.201720886428899,-0.4144335814467402,109.21346612827868,117.31944678601104,51.62229052943383,51.62229052943383,224.79003143310547,0.884097686723659,0.1600452214479446,0.76,0.3663545763870615,-1.0191414956883729,171.8691466486548,169.08388343984228,26.493363175915576,26.493363175915576,400.8527374267578,0.8812558300354901,0.4728131890296936,0.68,-0.296216376434821,-0.2873468405258037,90.21719049556252,126.62193359842516,30.462120662532765,30.462120662532765,512.9621887207031,0.8468918619971526,0.1036474853754043,0.76,-1.0814274397909045,0.5651143851306841,123.42950817174793,90.73708691434707,38.600734631803824,38.600734631803824,640.8535461425781,0.8495442930020785,0.1156386733055114,0.76,-0.9915872442522478,0.5857618001005575,75.84048171744264,64.21821745158226,28.95519676179373,28.95519676179373,770.9623413085938,0.842358020575423,0.1453772932291031,0.76,True,0.842358020575423,119.0,10.0,10.0,20.0,1.0,6.820907556470984,-6.820907556470984,51.62229052943383,-51.62229052943383,26.493363175915576,-26.493363175915576,30.462120662532765,-30.462120662532765,38.600734631803824,-38.600734631803824,28.95519676179373,-28.95519676179373,-18.99627563271613,-0.0944954900059219,-22.6670937676401,-22.6670937676401,-22.6670937676401,True,25.64891761567662,over,mid
P190,A0103,M,177.0,70.0,217.0,70.0,105.0,108.0,112.0,117.0,123.0,True,-0.5985315655788084,-0.0542156960636324,167.229649189692,173.2395800011398,2.7906749864018807,2.7906749864018807,156.84830474853516,0.877266747386832,0.1088204681873321,0.76,-0.5192770096698975,-0.3157699868565147,123.75522278975784,111.41535698259598,59.43335588461418,59.43335588461418,219.2590103149414,0.8802581923572641,0.162247285246849,0.76,0.1803319886240355,-0.805898721896637,156.3981563502945,151.87851655143658,52.8126418649004,52.8126418649004,317.8304901123047,0.8752693235874176,0.2683251202106476,0.72,0.1467268796289671,-0.6400499450264151,108.30437345112384,150.04678595834332,40.93902544123552,40.93902544123552,477.86289978027344,0.8530617190731896,0.1866550147533416,0.72,-0.939362474519841,0.2729532729193486,99.13025399126784,79.16109177706434,48.903650141610726,48.903650141610726,598.0063171386719,0.8807520353131824,0.1705282628536224,0.72,-1.1450173887468489,0.913149597430454,89.86773430224504,36.526957765218455,56.47631065727712,56.47631065727712,772.1407775878906,0.8247776188348469,0.1295274645090103,0.76,True,0.8247776188348469,35.0,7.0,11.0,18.0,1.0,2.7906749864018807,-2.7906749864018807,59.43335588461418,-59.43335588461418,52.8126418649004,-52.8126418649004,40.93902544123552,-40.93902544123552,48.903650141610726,-48.903650141610726,56.47631065727712,-56.47631065727712,-15.450849338634017,0.6660038892988647,-2.957045227337062,-2.957045227337062,-2.957045227337062,True,22.34351559258195,normal,mid
P187,A0104,M,180.0,80.0,190.0,0.0,39.0,42.0,45.0,50.0,55.0,True,-0.864614555241468,0.030453384297552,175.3760551879345,171.61865866975614,4.577816435988691,4.577816435988691,116.3662109375,0.926059416598744,0.4585781991481781,0.72,-0.5285687018464331,-0.4810587177502713,104.98895441946254,124.89221005877582,43.65517214113421,43.65517214113421,269.11334228515625,0.9287504371669556,0.4048893749713897,0.72,0.0477197642482286,-0.9633035429787458,159.8304063217715,167.22038014417467,17.516010057078685,17.516010057078685,391.7386322021485,0.7991651172439257,0.18327097594738,0.72,-0.1785680955778485,-0.7038331830739807,95.58633462266496,162.22759004317777,19.72417650730087,19.72417650730087,490.4156951904297,0.8542715617352061,0.1913085728883743,0.72,-1.0449432691525082,0.6757359814512404,130.63113733937612,86.31276561087805,48.53088480361125,48.53088480361125,598.7230834960938,0.8445058755184475,0.1271878778934478,0.76,-1.2744561302588409,0.9037313705977474,111.89682220582402,71.06773520909591,42.16466961053328,42.16466961053328,751.0592346191406,0.8222472032434062,0.1279226690530777,0.76,True,0.7991651172439257,39.0,6.0,10.0,16.0,1.0,4.577816435988691,-4.577816435988691,43.65517214113421,-43.65517214113421,17.516010057078685,-17.516010057078685,19.72417650730087,-19.72417650730087,48.53088480361125,-48.53088480361125,42.16466961053328,-42.16466961053328,-9.402619796797596,0.3500006062685846,-1.490502530600928,-1.490502530600928,-1.490502530600928,True,24.69135802469136,over,low
P191,A0105,M,175.0,65.0,173.0,0.0,35.0,38.0,42.0,47.0,52.0,True,-0.9601359434185472,-0.0803294567122019,178.26280810986253,176.93514766499857,5.808767982008474,5.808767982008474,151.85503387451172,0.894340140254874,0.1268534958362579,0.76,0.0431790916819065,-0.5820689928703283,117.15912382065602,153.3585015226688,24.85869918497381,24.85869918497381,296.39825439453125,0.9210762762361102,0.4561774134635925,0.72,0.6430412752944583,-0.8294127113048273,144.2562944520095,177.06869739030026,13.919527224144788,13.919527224144788,390.0056457519531,0.8923342583907975,0.1573489159345626,0.72,0.2504996819216704,-0.5557865563445548,114.95114308273016,158.03487220120144,18.061366552810256,18.061366552810256,476.85157775878906,0.9109614425235324,0.296071708202362,0.72,-0.2013931749769379,0.7810519702101084,163.5457894148745,111.41220295825804,31.342978364745584,31.342978364745584,561.0111389160156,0.8646810486128456,0.1299092322587967,0.76,-0.4968305383275846,0.8940318203982756,114.1217758892296,83.41793432736827,29.59164481837043,29.59164481837043,675.07666015625,0.918128275209003,0.2730191946029663,0.72,True,0.8646810486128456,35.0,7.0,10.0,17.0,1.0,5.808767982008474,-5.808767982008474,24.85869918497381,-24.85869918497381,13.919527224144788,-13.919527224144788,18.061366552810256,-18.061366552810256,31.342978364745584,-31.342978364745584,29.59164481837043,-29.59164481837043,-2.2079807379258654,0.2073205902397638,4.732945633396621,4.732945633396621,4.732945633396621,True,21.22448979591837,normal,low
P192,A0106,M,179.0,65.0,265.0,8.0,124.0,129.0,134.0,140.0,146.0,True,-0.8956200608299991,0.0970498116860418,167.56929478904658,166.12510850174036,3.7343429482010633,3.7343429482010633,123.97985076904295,0.8882720862564287,0.1121841669082641,0.76,-0.6569252913262993,-0.35819012486336,92.70234157604128,102.35274818262742,56.25669846913593,56.25669846913593,225.4313507080078,0.9010648766630576,0.1620908230543136,0.76,0.72361491166429,-1.0702514849685478,175.45002738415965,161.26292044633425,29.85636552661299,29.85636552661299,438.420150756836,0.7932736755985963,0.1360054463148117,0.76,0.3588078023970824,-1.0356044429019944,121.81824730366544,177.41769034191742,22.27004285322878,22.27004285322878,627.3540954589844,0.8664954751729965,0.1544121205806732,0.72,-0.3899360032829944,0.3657260131018727,117.17555672481078,92.2563709050016,41.48548877582029,41.48548877582029,754.7630615234375,0.8529387770427598,0.1418583840131759,0.72,-0.7254463816716951,1.0102561597645578,105.04367021801316,56.90808499765963,37.491074254883365,37.491074254883365,931.5266723632812,0.8751683028207885,0.1839139312505722,0.72,True,0.7932736755985963,116.0,10.0,12.0,22.0,1.0,3.7343429482010633,-3.7343429482010633,56.25669846913593,-56.25669846913593,29.85636552661299,-29.85636552661299,22.27004285322878,-22.27004285322878,41.48548877582029,-41.48548877582029,37.491074254883365,-37.491074254883365,29.11590572762416,1.0157330937233815,-18.76562421425256,-18.76562421425256,-18.76562421425256,True,20.286507911738084,normal,high
P193,A0107,M,178.0,96.0,170.0,0.0,23.0,28.0,33.0,37.0,41.0,True,-0.7135552987850627,-0.1158315922298795,177.37713724240314,172.97652945572676,10.468841142458714,10.468841142458714,182.6326446533203,0.8775664418935776,0.4252069294452667,0.72,-0.546953568988406,-0.4601480632616522,106.32346663406616,116.52947361993802,51.76677322024213,51.76677322024213,245.5748062133789,0.8975063686569532,0.2109413594007492,0.72,-0.4150989515882967,-0.91349083194062,175.00814783344768,162.070866440827,20.80264061807622,20.80264061807622,411.4345245361328,0.8310965989765368,0.1143171638250351,0.76,-0.9273154349102316,-0.4231453402869012,65.13370742741519,131.62532344729,36.09771470236638,36.09771470236638,520.0157775878906,0.8356172152255711,0.1256410926580429,0.76,-1.0836303931246258,0.513713829808548,104.51594532114024,56.25896143664785,58.34405441374935,58.34405441374935,588.9437866210938,0.8634013897842832,0.1515488624572754,0.72,-0.8167254968834768,0.7485908564942596,120.82948339050944,69.70856021147168,50.95638103153631,50.95638103153631,694.5334777832031,0.818313709215114,0.1167779415845871,0.76,True,0.818313709215114,23.0,10.0,8.0,18.0,1.0,10.468841142458714,-10.468841142458714,51.76677322024213,-51.76677322024213,20.80264061807622,-20.80264061807622,36.09771470236638,-36.09771470236638,58.34405441374935,-58.34405441374935,50.95638103153631,-50.95638103153631,-41.189759206650976,-0.3803618659218257,-0.8103921887058192,-0.8103921887058192,-0.8103921887058192,True,30.29920464587805,over,low
P194,A0108,M,180.0,65.0,205.0,0.0,60.0,64.0,69.0,74.0,80.0,True,-0.778108335060838,0.0542633056525322,177.11145242092465,173.55585996584728,2.5122869188651027,2.5122869188651027,129.09961700439453,0.8595012096982253,0.1401845216751098,0.76,-0.555640168353188,-0.2967059220883622,100.166881718003,105.55238958782186,53.60827375242674,53.60827375242674,217.00057220458984,0.8859340673998782,0.1458351612091064,0.76,0.4525697846348685,-1.0876354147892853,174.25246947095877,166.0444914006321,33.872865678345434,33.872865678345434,401.3536682128906,0.8128030841287813,0.1796231120824813,0.76,0.1713828807180316,-0.9321523460166008,96.1166735341674,167.4833067694889,28.043991250003494,28.043991250003494,524.8114624023438,0.8666234647526461,0.5446791052818298,0.68,-1.0974697532460962,0.4463183808962262,98.85779208716912,67.74814207780497,53.20906251685548,53.20906251685548,620.9857482910156,0.821797961075055,0.103416584432125,0.76,-1.273709241427063,0.385735816332934,78.09006505928637,49.94256727654647,54.12994951063428,54.12994951063428,807.5296020507812,0.829405691060755,0.1056790202856063,0.72,True,0.8128030841287813,60.0,9.0,11.0,20.0,1.0,2.5122869188651027,-2.5122869188651027,53.60827375242674,-53.60827375242674,33.872865678345434,-33.872865678345434,28.043991250003494,-28.043991250003494,53.20906251685548,-53.20906251685548,54.12994951063428,-54.12994951063428,-4.050208183835608,0.7270230490712196,0.521675758207536,0.521675758207536,0.521675758207536,True,20.061728395061728,normal,mid
P195,A0109,M,170.0,50.0,195.0,0.0,66.0,70.0,75.0,80.0,86.0,True,-0.8058939116400428,-0.0017021858926882,173.66632960318438,163.87051914474063,3.577894181176011,-3.577894181176011,72.13099670410156,0.8575998301568785,0.1280816942453384,0.76,-0.1380560241343448,-0.3441939419963038,107.12635786011488,119.30183074611396,46.246174052824266,46.246174052824266,235.51739501953125,0.8791322543432838,0.167062446475029,0.76,0.5235998817948438,-0.8115088393731873,177.59453211928744,170.77234057957446,27.78984894455106,27.78984894455106,387.23089599609375,0.8421846593127531,0.1809587478637695,0.68,0.1856288470217745,-0.6077377776361468,108.68803245872452,152.7103932388869,27.54362374685753,27.54362374685753,512.9752807617188,0.8847607995073,0.2024938315153122,0.72,-0.9893288031210185,0.2487363755657687,129.3185643097596,105.79059826447556,40.15940988680673,40.15940988680673,625.7811279296875,0.8589704570017362,0.1578827798366546,0.76,-0.9748915648132488,0.3611083537243655,91.0984965320906,64.031908150775,53.585539436747375,53.585539436747375,760.3765258789062,0.8910450216601876,0.5566271543502808,0.68,True,0.8421846593127531,66.0,9.0,11.0,20.0,1.0,-3.577894181176011,3.577894181176011,46.246174052824266,-46.246174052824266,27.78984894455106,-27.78984894455106,27.54362374685753,-27.54362374685753,40.15940988680673,-40.15940988680673,53.585539436747375,-53.585539436747375,1.561674598609656,0.3236848711561193,7.339365383923109,7.339365383923109,7.339365383923109,True,17.301038062283737,under,mid
P196,A0110,M,178.0,75.0,210.0,6.0,99.0,103.0,108.0,112.0,116.0,True,-0.9394203232882378,-0.0669338210323703,175.13538773556922,175.96945087174134,3.068842186540108,3.068842186540108,150.7296142578125,0.8405225748817126,0.1524603515863418,0.72,-0.0045329086511153,-0.5247652325584217,113.0090559018806,132.67973465718694,46.47042673377177,46.47042673377177,290.6077423095703,0.8387940269377496,0.1227730065584182,0.72,0.6554036043476383,-1.1601821207754393,172.36172409481065,165.89918951233298,33.20929197658978,33.20929197658978,458.0863800048828,0.8237714676393403,0.1012719720602035,0.72,-0.1329971953959461,-0.4212453482969041,84.15894144737331,132.62454174189747,37.36791074591726,37.36791074591726,571.0050659179688,0.8500177702483009,0.2642346024513244,0.68,-0.9176540848846276,0.8351712409013429,122.67510935084545,61.21263650457762,53.27034795483053,53.27034795483053,667.6570434570312,0.8808904412914725,0.6056304574012756,0.68,-0.865299907933786,0.6865285166391126,83.5151241663751,44.85889194485409,42.744701138726,42.744701138726,778.4171142578125,0.8494163804194507,0.4128275513648987,0.68,True,0.8237714676393403,93.0,9.0,8.0,17.0,1.0,3.068842186540108,-3.068842186540108,46.47042673377177,-46.47042673377177,33.20929197658978,-33.20929197658978,37.36791074591726,-37.36791074591726,53.27034795483053,-53.27034795483053,42.744701138726,-42.744701138726,-28.85011445450729,-0.1284642867448307,-3.725725595045766,-3.725725595045766,-3.725725595045766,True,23.671253629592226,normal,mid
P197,A0111,M,180.0,90.0,170.0,4.0,336.0,341.0,346.0,350.0,354.0,True,-0.5701719882188265,0.0002423745577432,174.64447592787923,174.2933519344615,1.809099107770784,1.809099107770784,135.2117919921875,0.94853906568728,0.5025199055671692,0.76,-0.5759006741801647,-0.1828809372102945,97.54868489595393,96.84607382025096,57.54193745046378,57.54193745046378,209.56302642822263,0.8986633804283644,0.1393108814954757,0.76,0.255731994634653,-0.9265807829320032,167.56396886970202,172.3438815941184,37.18961551740452,37.18961551740452,370.31324768066406,0.8803048537057989,0.5418545603752136,0.68,0.4208545158240461,-0.8964279850629668,109.88145095527356,164.91266591007894,29.70917639894993,29.70917639894993,536.666015625,0.8422275501139024,0.3793598115444183,0.68,-0.3653929859613021,-0.0841204368113842,99.49601151450474,98.33216207991777,49.24577567918605,49.24577567918605,608.0608825683594,0.9276466012001038,0.4601810276508331,0.6,-0.2411970054236024,0.5961937812385854,130.81092116173582,78.21322087189859,55.826867451622704,55.826867451622704,725.6375732421875,0.8424803415934244,0.125432014465332,0.72,True,0.8422275501139024,332.0,10.0,8.0,18.0,1.0,1.809099107770784,-1.809099107770784,57.54193745046378,-57.54193745046378,37.18961551740452,-37.18961551740452,29.70917639894993,-29.70917639894993,49.24577567918605,-49.24577567918605,55.826867451622704,-55.826867451622704,12.332766059319624,0.9967551900042108,-1.7150699988410807,-1.7150699988410807,-1.7150699988410807,True,27.77777777777777,over,low
P198,A0112,M,174.0,68.0,150.0,26.0,68.0,72.0,77.0,80.0,83.0,True,-0.7391758774181351,0.0736333368437888,177.403545155357,172.13234407716538,3.5115754905243604,3.5115754905243604,129.2830810546875,0.9051575072501836,0.134868636727333,0.76,-0.8378826672048313,-0.1920000550919827,115.62284044837712,91.58532006066798,68.6430619462,68.6430619462,188.25150299072263,0.909085822732825,0.1773840188980102,0.76,0.2233235341129726,-0.673116506654911,144.89818437237835,151.54550844997004,42.12292962072442,42.12292962072442,298.3878631591797,0.8577603474259377,0.1281915158033371,0.72,0.0901335728857647,-0.8382237388371763,139.91913704320768,176.64558250819886,20.571081578451185,20.571081578451185,465.26121520996094,0.8621257771463955,0.4975806772708893,0.68,-0.7445272794222764,-0.308851882059558,151.76763317413804,153.8137124073745,23.32718196632873,23.32718196632873,547.8184509277344,0.8745681966344515,0.1348155885934829,0.72,-0.8680856777340372,0.3966349982123455,176.96308260227042,133.66173049488629,31.080770360029284,31.080770360029284,618.8655090332031,0.821509273428666,0.1033625602722168,0.76,True,0.821509273428666,42.0,9.0,6.0,15.0,1.0,3.5115754905243604,-3.5115754905243604,68.6430619462,-68.6430619462,42.12292962072442,-42.12292962072442,20.571081578451185,-20.571081578451185,23.32718196632873,-23.32718196632873,31.080770360029284,-31.080770360029284,24.29629659483055,0.928016240090596,-37.56229158617072,-37.56229158617072,-37.56229158617072,True,22.46003435064077,normal,low
P199,A0113,M,178.0,80.0,165.0,4.0,92.0,96.0,100.0,103.0,107.0,True,-0.8248673905037847,0.0991607702540478,168.25765291694233,156.44463840161478,13.937066400496413,13.937066400496413,121.30401992797852,0.8329991345342836,0.130403071641922,0.76,0.2426813352629392,-0.576108401619388,135.2228407287647,146.06656908214484,42.117692601286834,42.117692601286834,277.8127899169922,0.8450667357279195,0.1028263494372367,0.72,0.749964650211806,-1.0114315785703774,157.3013607580579,175.57372153297092,27.283987662782028,27.283987662782028,435.6294708251953,0.8922814726829529,0.3427751660346985,0.72,0.2899595657685189,-0.6485964177536481,128.32436775094928,155.75985981920456,31.79172608367194,31.79172608367194,523.7772827148438,0.8464681928356489,0.1391403526067733,0.72,-0.6539355544662688,0.2173989480568995,132.05207635815265,95.361353567894,51.9682069733998,51.9682069733998,557.2413024902344,0.8496726057247111,0.1227743551135063,0.76,-1.1434442238299924,0.719475406681668,140.0096967226537,80.96355087236384,54.01380698671738,54.01380698671738,659.3635559082031,0.8189423531293869,0.1492185294628143,0.76,True,0.8189423531293869,88.0,8.0,7.0,15.0,1.0,13.937066400496413,-13.937066400496413,42.117692601286834,-42.117692601286834,27.283987662782028,-27.283987662782028,31.79172608367194,-31.79172608367194,51.9682069733998,-51.9682069733998,54.01380698671738,-54.01380698671738,-6.89847297781543,0.0472782305055796,11.896114385430543,11.896114385430543,11.896114385430543,True,25.24933720489837,over,low
P200,A0114,M,180.0,60.0,255.0,0.0,79.0,83.0,87.0,93.0,99.0,True,-0.9233110114381065,0.0388642614317536,159.30629146132185,165.92421168734683,2.5057528380238687,2.5057528380238687,119.31902313232422,0.8525860384106636,0.1241582483053207,0.72,-0.0954387385259493,-0.286465831986315,110.50498329137352,107.95827151652188,58.72332341890336,58.72332341890336,243.12982940673828,0.8588296488711709,0.1099685430526733,0.76,0.6808615781003208,-0.9535345085470038,168.87657882675302,168.2359117210142,40.3449444598063,40.3449444598063,440.6753845214844,0.79362149660786,0.1147916242480278,0.72,0.1993410215914575,-0.8252600051998001,114.45882560726544,165.99697283103637,34.51850889483555,34.51850889483555,566.4931945800781,0.8451898676507613,0.2843721210956573,0.68,-1.2586151542021573,0.7675924692429836,122.50904920174344,60.95537548447855,61.570729424947885,61.570729424947885,716.5880737304688,0.8011486228359374,0.1196300312876701,0.76,-1.1159038767575111,0.6577794319496789,66.21776060504104,34.139972628045044,48.76243077547386,48.76243077547386,925.3981628417968,0.8150756603313817,0.1205646023154258,0.72,True,0.79362149660786,79.0,8.0,12.0,20.0,1.0,2.5057528380238687,-2.5057528380238687,58.72332341890336,-58.72332341890336,40.3449444598063,-40.3449444598063,34.51850889483555,-34.51850889483555,61.570729424947885,-61.570729424947885,48.76243077547386,-48.76243077547386,3.953842315891919,0.2947797601174069,-9.960892643429505,-9.960892643429505,-9.960892643429505,True,18.51851851851852,normal,high
